"TRANSACTION TYPE"|"REPLACEMENT REASON"|"AGE GROUP"|"PENSIONER TYPE"|"GENDER"|"CUSTOMER ADDRESS LGA"|"COUNT"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Female"|"Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Male"|"Griffith"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Male"|"Inner West"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Male"|"North Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Male"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"35-39"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Centrelink Pensioner"|"Female"|"Tamworth Regional"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Centrelink Pensioner"|"Male"|"Inner West"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Missing/Unknown"|"Male"|"Albury"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"40-44"|"Missing/Unknown"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Centrelink Pensioner"|"Female"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Centrelink Pensioner"|"Female"|"Tamworth Regional"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Centrelink Pensioner"|"Male"|"Cessnock"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Centrelink Pensioner"|"Male"|"Fairfield"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Female"|"Randwick"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Female"|"Ryde"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Male"|"Fairfield"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"45-49"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"50-54"|"Centrelink Pensioner"|"Male"|"Penrith"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"50-54"|"Centrelink Pensioner"|"Male"|"Wollongong"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Centrelink Pensioner"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Centrelink Pensioner"|"Male"|"Fairfield"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Centrelink Pensioner"|"Male"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Centrelink Pensioner"|"Male"|"Ryde"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Centrelink Pensioner"|"Male"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Centrelink Pensioner"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Missing/Unknown"|"Male"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Missing/Unknown"|"Male"|"Ryde"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"55-59"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"60-64"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"60-64"|"Centrelink Pensioner"|"Female"|"Lake Macquarie"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"60-64"|"Centrelink Pensioner"|"Female"|"Maitland"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"60-64"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"65-69"|"Centrelink Pensioner"|"Female"|"Camden"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"65-69"|"Centrelink Pensioner"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"65-69"|"Centrelink Pensioner"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"65-69"|"FACS Senior"|"Male"|"Shellharbour"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"65-69"|"Missing/Unknown"|"Female"|"Northern Beaches"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"75-79"|"Centrelink Pensioner"|"Female"|"Bayside"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"75-79"|"Centrelink Pensioner"|"Female"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"75-79"|"Centrelink Pensioner"|"Female"|"Georges River"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"75-79"|"Centrelink Pensioner"|"Female"|"Inner West"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"75-79"|"Centrelink Pensioner"|"Female"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"75-79"|"Missing/Unknown"|"Female"|"North Sydney"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"80-84"|"Centrelink Pensioner"|"Female"|"Camden"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"80-84"|"Centrelink Pensioner"|"Female"|"Northern Beaches"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"80-84"|"Centrelink Pensioner"|"Female"|"Western Plains Regional"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"80-84"|"Centrelink Pensioner"|"Male"|"Ku-ring-gai"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"80-84"|"Centrelink Pensioner"|"Male"|"Lane Cove"|"<=5"
"Photo card replacement"|"Personal Detl Changed-Address"|"Other/Unmapped"|"Centrelink Pensioner"|"Female"|"Missing/Unknown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"16-17"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal details Changed"|"16-17"|"Missing/Unknown"|"Female"|"Tweed"|"<=5"
"Photo card replacement"|"Personal details Changed"|"16-17"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"16-17"|"Missing/Unknown"|"Male"|"Randwick"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Centrelink Pensioner"|"Male"|"Parkes"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Burwood"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Canada Bay"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Hilltops"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Hornsby"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"North Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Strathfield"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Female"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Male"|"Albury"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Male"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Male"|"Leeton"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Male"|"Maitland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"18-20"|"Missing/Unknown"|"Male"|"Ryde"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Centrelink Pensioner"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Centrelink Pensioner"|"Female"|"Wollondilly"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Centrelink Pensioner"|"Female"|"Wollongong"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Centrelink Pensioner"|"Male"|"Port Stephens"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Georges River"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Newcastle"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Northern Beaches"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Randwick"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Tamworth Regional"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Tweed"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Burwood"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Canada Bay"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Georges River"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Gundagai"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Inner West"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Newcastle"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Queanbeyan-Palerang Regional"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Strathfield"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"21-24"|"Missing/Unknown"|"Male"|"Waverley"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Centrelink Pensioner"|"Female"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Centrelink Pensioner"|"Female"|"Hornsby"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Centrelink Pensioner"|"Female"|"Maitland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Centrelink Pensioner"|"Female"|"Newcastle"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Centrelink Pensioner"|"Female"|"Northern Beaches"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Centrelink Pensioner"|"Male"|"Port Stephens"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Bayside"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Byron"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Glen Innes Severn"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Inner West"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Mid-Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Missing/Unknown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Muswellbrook"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"North Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Ryde"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Western Plains Regional"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Female"|"Wollongong"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Blue Mountains"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Cessnock"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Muswellbrook"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"25-29"|"Missing/Unknown"|"Male"|"Ryde"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Centrelink Pensioner"|"Female"|"Inner West"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Centrelink Pensioner"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Ballina"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Blacktown"|"6"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Camden"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Canada Bay"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Coffs Harbour"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Fairfield"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Georges River"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Goulburn Mulwaree"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Hornsby"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Inner West"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Missing/Unknown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Newcastle"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Western Plains Regional"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Wingecarribee"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Female"|"Woollahra"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Cabonne"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Clarence Valley"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Eurobodalla"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Inner West"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Northern Beaches"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Orange"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Richmond Valley"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"30-34"|"Missing/Unknown"|"Male"|"Willoughby"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Centrelink Pensioner"|"Female"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Centrelink Pensioner"|"Female"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Centrelink Pensioner"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Centrelink Pensioner"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Centrelink Pensioner"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Coffs Harbour"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Inner West"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Lane Cove"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Liverpool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Parkes"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Randwick"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Ryde"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Sutherland Shire"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"The Hills Shire"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Willoughby"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Female"|"Wingecarribee"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Bayside"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Carrathool"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Central Coast"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Gundagai"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Hawkesbury"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Maitland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Port Macquarie-Hastings"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Strathfield"|"<=5"
"Photo card replacement"|"Personal details Changed"|"35-39"|"Missing/Unknown"|"Male"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Centrelink Pensioner"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Centrelink Pensioner"|"Female"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Centrelink Pensioner"|"Female"|"Fairfield"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Centrelink Pensioner"|"Female"|"Gilgandra"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Centrelink Pensioner"|"Female"|"Parramatta"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Centrelink Pensioner"|"Female"|"Sydney"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Blacktown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Broken Hill"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Canterbury-Bankstown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Lake Macquarie"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Penrith"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Female"|"Unincorporated NSW"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Male"|"Campbelltown"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Male"|"Cumberland"|"<=5"
"Photo card replacement"|"Personal details Changed"|"40-44"|"Missing/Unknown"|"Male"|"Inner West"|"<=5"
