,Contract_Type,Tap_Class,Year,Month,Day,Taps_Count
19446,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,1,1,47
19447,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,2,1,25
19448,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,3,1,15
19449,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,4,1,39
19450,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,5,1,18
19451,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,6,1,24
19452,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,7,1,26
19453,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,8,1,18
19454,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,9,1,18
19455,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,10,1,16
19456,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,11,1,18
19457,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2018,12,1,33
19458,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,1,1,31
19459,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,2,1,23
19460,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,3,1,15
19461,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,4,1,27
19462,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,5,1,10
19463,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,6,1,9
19464,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,7,1,17
19465,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,8,1,14
19466,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,9,1,22
19467,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,10,1,18
19468,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,11,1,16
19469,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2019,12,1,16
19470,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2020,1,1,24
19471,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2020,2,1,5
19472,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 1,2020,3,1,7
19473,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2016,8,1,42
19474,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2016,9,1,46
19475,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2016,10,1,54
19476,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2016,11,1,51
19477,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2016,12,1,76
19478,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,1,1,40
19479,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,2,1,48
19480,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,3,1,40
19481,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,4,1,71
19482,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,5,1,38
19483,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,6,1,53
19484,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,7,1,74
19485,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,8,1,38
19486,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,9,1,52
19487,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,10,1,58
19488,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,11,1,33
19489,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2017,12,1,64
19490,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,1,1,66
19491,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,2,1,41
19492,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,3,1,38
19493,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,4,1,73
19494,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,5,1,32
19495,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,6,1,30
19496,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,7,1,50
19497,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,8,1,46
19498,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,9,1,52
19499,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,10,1,38
19500,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,11,1,47
19501,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2018,12,1,58
19502,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,1,1,51
19503,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,2,1,25
19504,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,3,1,19
19505,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,4,1,26
19506,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,5,1,26
19507,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,6,1,23
19508,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,7,1,32
19509,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,8,1,25
19510,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,9,1,18
19511,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,10,1,20
19512,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,11,1,18
19513,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2019,12,1,31
19514,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2020,1,1,35
19515,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2020,2,1,21
19516,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 2,2020,3,1,15
19517,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2016,8,1,12
19518,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2016,9,1,23
19519,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2016,10,1,34
19520,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2016,11,1,29
19521,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2016,12,1,66
19522,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,1,1,51
19523,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,2,1,12
19524,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,3,1,12
19525,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,4,1,49
19526,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,5,1,14
19527,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,6,1,24
19528,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,7,1,19
19529,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,8,1,14
19530,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,9,1,57
19531,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,10,1,27
19532,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,11,1,23
19533,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2017,12,1,31
19534,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,1,1,39
19535,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,2,1,26
19536,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,3,1,20
19537,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,4,1,50
19538,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,5,1,21
19539,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,6,1,26
19540,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,7,1,27
19541,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,8,1,17
19542,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,9,1,24
19543,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,10,1,27
19544,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,11,1,13
19545,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2018,12,1,20
19546,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,1,1,33
19547,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,2,1,8
19548,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,3,1,12
19549,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,4,1,14
19550,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,5,1,21
19551,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,6,1,12
19552,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,7,1,16
19553,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,8,1,14
19554,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,9,1,14
19555,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,10,1,19
19556,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,11,1,10
19557,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2019,12,1,21
19558,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2020,1,1,14
19559,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2020,2,1,11
19560,Outer Sydney Metro Bus Contract 11,Child/Youth Single Bus Trip 3,2020,3,1,1
19561,Outer Sydney Metro Bus Contract 11,Concession,2016,7,1,503
19562,Outer Sydney Metro Bus Contract 11,Concession,2016,8,1,126
19563,Outer Sydney Metro Bus Contract 11,Concession,2016,9,1,136
19564,Outer Sydney Metro Bus Contract 11,Concession,2016,10,1,211
19565,Outer Sydney Metro Bus Contract 11,Concession,2016,11,1,182
19566,Outer Sydney Metro Bus Contract 11,Concession,2016,12,1,133
19567,Outer Sydney Metro Bus Contract 11,Concession,2017,1,1,169
19568,Outer Sydney Metro Bus Contract 11,Concession,2017,2,1,165
19569,Outer Sydney Metro Bus Contract 11,Concession,2017,3,1,188
19570,Outer Sydney Metro Bus Contract 11,Concession,2017,4,1,188
19571,Outer Sydney Metro Bus Contract 11,Concession,2017,5,1,223
19572,Outer Sydney Metro Bus Contract 11,Concession,2017,6,1,155
19573,Outer Sydney Metro Bus Contract 11,Concession,2017,7,1,191
19574,Outer Sydney Metro Bus Contract 11,Concession,2017,8,1,179
19575,Outer Sydney Metro Bus Contract 11,Concession,2017,9,1,188
19576,Outer Sydney Metro Bus Contract 11,Concession,2017,10,1,192
19577,Outer Sydney Metro Bus Contract 11,Concession,2017,11,1,146
19578,Outer Sydney Metro Bus Contract 11,Concession,2017,12,1,163
19579,Outer Sydney Metro Bus Contract 11,Concession,2018,1,1,161
19580,Outer Sydney Metro Bus Contract 11,Concession,2018,2,1,201
19581,Outer Sydney Metro Bus Contract 11,Concession,2018,3,1,187
19582,Outer Sydney Metro Bus Contract 11,Concession,2018,4,1,178
19583,Outer Sydney Metro Bus Contract 11,Concession,2018,5,1,189
19584,Outer Sydney Metro Bus Contract 11,Concession,2018,6,1,153
19585,Outer Sydney Metro Bus Contract 11,Concession,2018,7,1,159
19586,Outer Sydney Metro Bus Contract 11,Concession,2018,8,1,153
19587,Outer Sydney Metro Bus Contract 11,Concession,2018,9,1,178
19588,Outer Sydney Metro Bus Contract 11,Concession,2018,10,1,129
19589,Outer Sydney Metro Bus Contract 11,Concession,2018,11,1,109
19590,Outer Sydney Metro Bus Contract 11,Concession,2018,12,1,138
19591,Outer Sydney Metro Bus Contract 11,Concession,2019,1,1,117
19592,Outer Sydney Metro Bus Contract 11,Concession,2019,2,1,120
19593,Outer Sydney Metro Bus Contract 11,Concession,2019,3,1,187
19594,Outer Sydney Metro Bus Contract 11,Concession,2019,4,1,175
19595,Outer Sydney Metro Bus Contract 11,Concession,2019,5,1,128
19596,Outer Sydney Metro Bus Contract 11,Concession,2019,6,1,166
19597,Outer Sydney Metro Bus Contract 11,Concession,2019,7,1,154
19598,Outer Sydney Metro Bus Contract 11,Concession,2019,8,1,156
19599,Outer Sydney Metro Bus Contract 11,Concession,2019,9,1,160
19600,Outer Sydney Metro Bus Contract 11,Concession,2019,10,1,155
19601,Outer Sydney Metro Bus Contract 11,Concession,2019,11,1,152
19602,Outer Sydney Metro Bus Contract 11,Concession,2019,12,1,148
19603,Outer Sydney Metro Bus Contract 11,Concession,2020,1,1,117
19604,Outer Sydney Metro Bus Contract 11,Concession,2020,2,1,146
19605,Outer Sydney Metro Bus Contract 11,Concession,2020,3,1,172
19606,Outer Sydney Metro Bus Contract 11,Concession,2020,4,1,60
19607,Outer Sydney Metro Bus Contract 11,Concession,2020,5,1,56
19608,Outer Sydney Metro Bus Contract 11,Concession,2020,6,1,68
19609,Outer Sydney Metro Bus Contract 11,Concession,2020,7,1,78
19610,Outer Sydney Metro Bus Contract 11,Concession,2020,8,1,90
19611,Outer Sydney Metro Bus Contract 11,Concession,2020,9,1,77
19612,Outer Sydney Metro Bus Contract 11,Concession,2020,10,1,83
19613,Outer Sydney Metro Bus Contract 11,Concession,2020,11,1,66
19614,Outer Sydney Metro Bus Contract 11,Concession,2020,12,1,76
19615,Outer Sydney Metro Bus Contract 11,Concession,2021,1,1,66
19616,Outer Sydney Metro Bus Contract 11,Concession,2021,2,1,71
19617,Outer Sydney Metro Bus Contract 11,Concession,2021,3,1,86
19618,Outer Sydney Metro Bus Contract 11,Concession,2021,4,1,90
19619,Outer Sydney Metro Bus Contract 11,Concession,2021,5,1,87
19620,Outer Sydney Metro Bus Contract 11,Concession,2021,6,1,55
19621,Outer Sydney Metro Bus Contract 11,Concession,2021,7,1,22
19622,Outer Sydney Metro Bus Contract 11,Concession,2021,8,1,17
19623,Outer Sydney Metro Bus Contract 11,Concession,2021,9,1,25
19624,Outer Sydney Metro Bus Contract 11,Concession,2021,10,1,51
19625,Outer Sydney Metro Bus Contract 11,Employee,2018,8,1,9
19626,Outer Sydney Metro Bus Contract 11,Employee,2018,9,1,2
19627,Outer Sydney Metro Bus Contract 11,Employee,2018,10,1,12
19628,Outer Sydney Metro Bus Contract 11,Employee,2018,11,1,17
19629,Outer Sydney Metro Bus Contract 11,Employee,2018,12,1,10
19630,Outer Sydney Metro Bus Contract 11,Employee,2019,1,1,14
19631,Outer Sydney Metro Bus Contract 11,Employee,2019,2,1,8
19632,Outer Sydney Metro Bus Contract 11,Employee,2019,3,1,11
19633,Outer Sydney Metro Bus Contract 11,Employee,2019,4,1,14
19634,Outer Sydney Metro Bus Contract 11,Employee,2019,5,1,15
19635,Outer Sydney Metro Bus Contract 11,Employee,2019,6,1,20
19636,Outer Sydney Metro Bus Contract 11,Employee,2019,7,1,21
19637,Outer Sydney Metro Bus Contract 11,Employee,2019,8,1,28
19638,Outer Sydney Metro Bus Contract 11,Employee,2019,9,1,14
19639,Outer Sydney Metro Bus Contract 11,Employee,2019,10,1,14
19640,Outer Sydney Metro Bus Contract 11,Employee,2019,11,1,19
19641,Outer Sydney Metro Bus Contract 11,Employee,2019,12,1,17
19642,Outer Sydney Metro Bus Contract 11,Employee,2020,1,1,16
19643,Outer Sydney Metro Bus Contract 11,Employee,2020,2,1,8
19644,Outer Sydney Metro Bus Contract 11,Employee,2020,3,1,21
19645,Outer Sydney Metro Bus Contract 11,Employee,2020,4,1,16
19646,Outer Sydney Metro Bus Contract 11,Employee,2020,5,1,15
19647,Outer Sydney Metro Bus Contract 11,Employee,2020,6,1,14
19648,Outer Sydney Metro Bus Contract 11,Employee,2020,7,1,7
19649,Outer Sydney Metro Bus Contract 11,Employee,2020,8,1,20
19650,Outer Sydney Metro Bus Contract 11,Employee,2020,9,1,17
19651,Outer Sydney Metro Bus Contract 11,Employee,2020,10,1,14
19652,Outer Sydney Metro Bus Contract 11,Employee,2020,11,1,19
19653,Outer Sydney Metro Bus Contract 11,Employee,2020,12,1,23
19654,Outer Sydney Metro Bus Contract 11,Employee,2021,1,1,15
19655,Outer Sydney Metro Bus Contract 11,Employee,2021,2,1,2
19656,Outer Sydney Metro Bus Contract 11,Employee,2021,3,1,6
19657,Outer Sydney Metro Bus Contract 11,Employee,2021,4,1,13
19658,Outer Sydney Metro Bus Contract 11,Employee,2021,5,1,12
19659,Outer Sydney Metro Bus Contract 11,Employee,2021,6,1,13
19660,Outer Sydney Metro Bus Contract 11,Employee,2021,7,1,22
19661,Outer Sydney Metro Bus Contract 11,Employee,2021,8,1,16
19662,Outer Sydney Metro Bus Contract 11,Employee,2021,9,1,14
19663,Outer Sydney Metro Bus Contract 11,Employee,2021,10,1,18
19664,Outer Sydney Metro Bus Contract 11,Free Travel,2016,7,1,11
19665,Outer Sydney Metro Bus Contract 11,Free Travel,2016,8,1,6
19666,Outer Sydney Metro Bus Contract 11,Free Travel,2016,9,1,5
19667,Outer Sydney Metro Bus Contract 11,Free Travel,2016,10,1,19
19668,Outer Sydney Metro Bus Contract 11,Free Travel,2016,11,1,8
19669,Outer Sydney Metro Bus Contract 11,Free Travel,2016,12,1,16
19670,Outer Sydney Metro Bus Contract 11,Free Travel,2017,1,1,16
19671,Outer Sydney Metro Bus Contract 11,Free Travel,2017,2,1,9
19672,Outer Sydney Metro Bus Contract 11,Free Travel,2017,3,1,15
19673,Outer Sydney Metro Bus Contract 11,Free Travel,2017,4,1,23
19674,Outer Sydney Metro Bus Contract 11,Free Travel,2017,5,1,8
19675,Outer Sydney Metro Bus Contract 11,Free Travel,2017,6,1,7
19676,Outer Sydney Metro Bus Contract 11,Free Travel,2017,7,1,26
19677,Outer Sydney Metro Bus Contract 11,Free Travel,2017,8,1,15
19678,Outer Sydney Metro Bus Contract 11,Free Travel,2017,9,1,17
19679,Outer Sydney Metro Bus Contract 11,Free Travel,2017,10,1,20
19680,Outer Sydney Metro Bus Contract 11,Free Travel,2017,11,1,17
19681,Outer Sydney Metro Bus Contract 11,Free Travel,2017,12,1,35
19682,Outer Sydney Metro Bus Contract 11,Free Travel,2018,1,1,31
19683,Outer Sydney Metro Bus Contract 11,Free Travel,2018,2,1,25
19684,Outer Sydney Metro Bus Contract 11,Free Travel,2018,3,1,31
19685,Outer Sydney Metro Bus Contract 11,Free Travel,2018,4,1,38
19686,Outer Sydney Metro Bus Contract 11,Free Travel,2018,5,1,29
19687,Outer Sydney Metro Bus Contract 11,Free Travel,2018,6,1,26
19688,Outer Sydney Metro Bus Contract 11,Free Travel,2018,7,1,34
19689,Outer Sydney Metro Bus Contract 11,Free Travel,2018,8,1,29
19690,Outer Sydney Metro Bus Contract 11,Free Travel,2018,9,1,28
19691,Outer Sydney Metro Bus Contract 11,Free Travel,2018,10,1,30
19692,Outer Sydney Metro Bus Contract 11,Free Travel,2018,11,1,29
19693,Outer Sydney Metro Bus Contract 11,Free Travel,2018,12,1,31
19694,Outer Sydney Metro Bus Contract 11,Free Travel,2019,1,1,30
19695,Outer Sydney Metro Bus Contract 11,Free Travel,2019,2,1,19
19696,Outer Sydney Metro Bus Contract 11,Free Travel,2019,3,1,22
19697,Outer Sydney Metro Bus Contract 11,Free Travel,2019,4,1,24
19698,Outer Sydney Metro Bus Contract 11,Free Travel,2019,5,1,15
19699,Outer Sydney Metro Bus Contract 11,Free Travel,2019,6,1,22
19700,Outer Sydney Metro Bus Contract 11,Free Travel,2019,7,1,20
19701,Outer Sydney Metro Bus Contract 11,Free Travel,2019,8,1,21
19702,Outer Sydney Metro Bus Contract 11,Free Travel,2019,9,1,34
19703,Outer Sydney Metro Bus Contract 11,Free Travel,2019,10,1,26
19704,Outer Sydney Metro Bus Contract 11,Free Travel,2019,11,1,28
19705,Outer Sydney Metro Bus Contract 11,Free Travel,2019,12,1,31
19706,Outer Sydney Metro Bus Contract 11,Free Travel,2020,1,1,31
19707,Outer Sydney Metro Bus Contract 11,Free Travel,2020,2,1,17
19708,Outer Sydney Metro Bus Contract 11,Free Travel,2020,3,1,26
19709,Outer Sydney Metro Bus Contract 11,Free Travel,2020,4,1,8
19710,Outer Sydney Metro Bus Contract 11,Free Travel,2020,5,1,10
19711,Outer Sydney Metro Bus Contract 11,Free Travel,2020,6,1,25
19712,Outer Sydney Metro Bus Contract 11,Free Travel,2020,7,1,21
19713,Outer Sydney Metro Bus Contract 11,Free Travel,2020,8,1,22
19714,Outer Sydney Metro Bus Contract 11,Free Travel,2020,9,1,20
19715,Outer Sydney Metro Bus Contract 11,Free Travel,2020,10,1,18
19716,Outer Sydney Metro Bus Contract 11,Free Travel,2020,11,1,12
19717,Outer Sydney Metro Bus Contract 11,Free Travel,2020,12,1,19
19718,Outer Sydney Metro Bus Contract 11,Free Travel,2021,1,1,18
19719,Outer Sydney Metro Bus Contract 11,Free Travel,2021,2,1,14
19720,Outer Sydney Metro Bus Contract 11,Free Travel,2021,3,1,12
19721,Outer Sydney Metro Bus Contract 11,Free Travel,2021,4,1,20
19722,Outer Sydney Metro Bus Contract 11,Free Travel,2021,5,1,17
19723,Outer Sydney Metro Bus Contract 11,Free Travel,2021,6,1,14
19724,Outer Sydney Metro Bus Contract 11,Free Travel,2021,7,1,6
19725,Outer Sydney Metro Bus Contract 11,Free Travel,2021,8,1,10
19726,Outer Sydney Metro Bus Contract 11,Free Travel,2021,9,1,7
19727,Outer Sydney Metro Bus Contract 11,Free Travel,2021,10,1,12
19728,Outer Sydney Metro Bus Contract 11,School Student,2016,7,1,3434
19729,Outer Sydney Metro Bus Contract 11,School Student,2016,8,1,7684
19730,Outer Sydney Metro Bus Contract 11,School Student,2016,9,1,6431
19731,Outer Sydney Metro Bus Contract 11,School Student,2016,10,1,6853
19732,Outer Sydney Metro Bus Contract 11,School Student,2016,11,1,8991
19733,Outer Sydney Metro Bus Contract 11,School Student,2016,12,1,2957
19734,Outer Sydney Metro Bus Contract 11,School Student,2017,1,1,321
19735,Outer Sydney Metro Bus Contract 11,School Student,2017,2,1,7517
19736,Outer Sydney Metro Bus Contract 11,School Student,2017,3,1,11000
19737,Outer Sydney Metro Bus Contract 11,School Student,2017,4,1,3482
19738,Outer Sydney Metro Bus Contract 11,School Student,2017,5,1,10117
19739,Outer Sydney Metro Bus Contract 11,School Student,2017,6,1,8328
19740,Outer Sydney Metro Bus Contract 11,School Student,2017,7,1,4184
19741,Outer Sydney Metro Bus Contract 11,School Student,2017,8,1,8662
19742,Outer Sydney Metro Bus Contract 11,School Student,2017,9,1,5332
19743,Outer Sydney Metro Bus Contract 11,School Student,2017,10,1,6153
19744,Outer Sydney Metro Bus Contract 11,School Student,2017,11,1,7160
19745,Outer Sydney Metro Bus Contract 11,School Student,2017,12,1,2221
19746,Outer Sydney Metro Bus Contract 11,School Student,2018,1,1,288
19747,Outer Sydney Metro Bus Contract 11,School Student,2018,2,1,6682
19748,Outer Sydney Metro Bus Contract 11,School Student,2018,3,1,7474
19749,Outer Sydney Metro Bus Contract 11,School Student,2018,4,1,2987
19750,Outer Sydney Metro Bus Contract 11,School Student,2018,5,1,6987
19751,Outer Sydney Metro Bus Contract 11,School Student,2018,6,1,5257
19752,Outer Sydney Metro Bus Contract 11,School Student,2018,7,1,2945
19753,Outer Sydney Metro Bus Contract 11,School Student,2018,8,1,6935
19754,Outer Sydney Metro Bus Contract 11,School Student,2018,9,1,5687
19755,Outer Sydney Metro Bus Contract 11,School Student,2018,10,1,4025
19756,Outer Sydney Metro Bus Contract 11,School Student,2018,11,1,6237
19757,Outer Sydney Metro Bus Contract 11,School Student,2018,12,1,2705
19758,Outer Sydney Metro Bus Contract 11,School Student,2019,1,1,377
19759,Outer Sydney Metro Bus Contract 11,School Student,2019,2,1,6252
19760,Outer Sydney Metro Bus Contract 11,School Student,2019,3,1,6544
19761,Outer Sydney Metro Bus Contract 11,School Student,2019,4,1,3210
19762,Outer Sydney Metro Bus Contract 11,School Student,2019,5,1,5788
19763,Outer Sydney Metro Bus Contract 11,School Student,2019,6,1,4400
19764,Outer Sydney Metro Bus Contract 11,School Student,2019,7,1,2721
19765,Outer Sydney Metro Bus Contract 11,School Student,2019,8,1,5191
19766,Outer Sydney Metro Bus Contract 11,School Student,2019,9,1,4514
19767,Outer Sydney Metro Bus Contract 11,School Student,2019,10,1,3079
19768,Outer Sydney Metro Bus Contract 11,School Student,2019,11,1,4213
19769,Outer Sydney Metro Bus Contract 11,School Student,2019,12,1,1888
19770,Outer Sydney Metro Bus Contract 11,School Student,2020,1,1,443
19771,Outer Sydney Metro Bus Contract 11,School Student,2020,2,1,4091
19772,Outer Sydney Metro Bus Contract 11,School Student,2020,3,1,3223
19773,Outer Sydney Metro Bus Contract 11,School Student,2020,4,1,112
19774,Outer Sydney Metro Bus Contract 11,School Student,2020,5,1,1022
19775,Outer Sydney Metro Bus Contract 11,School Student,2020,6,1,2306
19776,Outer Sydney Metro Bus Contract 11,School Student,2020,7,1,1204
19777,Outer Sydney Metro Bus Contract 11,School Student,2020,8,1,1994
19778,Outer Sydney Metro Bus Contract 11,School Student,2020,9,1,1848
19779,Outer Sydney Metro Bus Contract 11,School Student,2020,10,1,1422
19780,Outer Sydney Metro Bus Contract 11,School Student,2020,11,1,1799
19781,Outer Sydney Metro Bus Contract 11,School Student,2020,12,1,703
19782,Outer Sydney Metro Bus Contract 11,School Student,2021,1,1,100
19783,Outer Sydney Metro Bus Contract 11,School Student,2021,2,1,2054
19784,Outer Sydney Metro Bus Contract 11,School Student,2021,3,1,1909
19785,Outer Sydney Metro Bus Contract 11,School Student,2021,4,1,861
19786,Outer Sydney Metro Bus Contract 11,School Student,2021,5,1,1931
19787,Outer Sydney Metro Bus Contract 11,School Student,2021,6,1,1190
19788,Outer Sydney Metro Bus Contract 11,School Student,2021,7,1,125
19789,Outer Sydney Metro Bus Contract 11,School Student,2021,8,1,119
19790,Outer Sydney Metro Bus Contract 11,School Student,2021,9,1,68
19791,Outer Sydney Metro Bus Contract 11,School Student,2021,10,1,501
19792,Outer Sydney Metro Bus Contract 11,Senior/Pensioner,2016,7,1,860
19793,Outer Sydney Metro Bus Contract 11,Senior/Pensioner,2016,8,1,746
19794,Outer Sydney Metro Bus Contract 11,Senior/Pensioner,2016,9,1,741
19795,Outer Sydney Metro Bus Contract 11,Senior/Pensioner,2016,10,1,922
